yearSeason,slugSeason,idTeam,idPlayer,typeGrid,namePlayer,nameTeam,typeEvent,typeAction,typeShot,dateGame,slugTeamHome,slugTeamAway,idGame,idEvent,numberPeriod,minutesRemaining,zoneBasic,nameZone,slugZone,zoneRange,locationX,locationY,secondsRemaining,distanceShot,isShotAttempted,isShotMade
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Running Reverse Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,158,1,1,Restricted Area,Center,C,Less Than 8 ft.,10,-2,1,1,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,162,1,0,Mid-Range,Left Side,L,8-16 ft.,-88,121,31,14,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,20220107,HOU,DAL,22100586,166,1,0,In The Paint (Non-RA),Center,C,8-16 ft.,-13,98,2,9,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,179,2,11,Above the Break 3,Right Side Center,RC,24+ ft.,119,236,51,26,TRUE,TRUE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Missed Shot,Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,185,2,10,Restricted Area,Center,C,Less Than 8 ft.,11,11,58,1,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,20220107,HOU,DAL,22100586,208,2,9,In The Paint (Non-RA),Right Side,R,8-16 ft.,64,59,47,8,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,214,2,9,Restricted Area,Center,C,Less Than 8 ft.,23,11,30,2,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,227,2,8,Above the Break 3,Right Side Center,RC,24+ ft.,91,242,48,25,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,242,2,7,Restricted Area,Center,C,Less Than 8 ft.,-7,26,37,2,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,246,2,7,Restricted Area,Center,C,Less Than 8 ft.,-10,9,11,1,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,256,2,6,Restricted Area,Center,C,Less Than 8 ft.,9,11,30,1,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Alley Oop Layup shot,2PT Field Goal,20220107,HOU,DAL,22100586,260,2,6,Restricted Area,Center,C,Less Than 8 ft.,-16,3,5,1,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20220107,HOU,DAL,22100586,262,2,6,In The Paint (Non-RA),Center,C,8-16 ft.,-56,111,0,12,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,272,2,5,Restricted Area,Center,C,Less Than 8 ft.,0,25,21,2,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,278,2,4,Restricted Area,Center,C,Less Than 8 ft.,18,10,17,2,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,281,2,4,Left Corner 3,Left Side,L,24+ ft.,-232,-8,13,23,TRUE,TRUE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,284,2,3,Restricted Area,Center,C,Less Than 8 ft.,-17,10,45,1,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,301,2,3,Above the Break 3,Right Side Center,RC,24+ ft.,192,171,22,25,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,309,2,2,Right Corner 3,Right Side,R,24+ ft.,227,56,59,23,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,311,2,2,Mid-Range,Center,C,8-16 ft.,-18,148,54,14,TRUE,TRUE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,318,2,2,Above the Break 3,Left Side Center,LC,24+ ft.,-110,235,28,25,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,321,2,1,Restricted Area,Center,C,Less Than 8 ft.,1,11,53,1,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,325,2,1,Above the Break 3,Center,C,24+ ft.,72,251,25,26,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Floating Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,327,2,1,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-6,57,21,5,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,334,2,1,Mid-Range,Center,C,16-24 ft.,-34,195,6,19,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20220107,HOU,DAL,22100586,337,2,0,Above the Break 3,Left Side Center,LC,24+ ft.,-151,209,48,25,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,340,2,0,Right Corner 3,Right Side,R,24+ ft.,235,87,28,25,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20220107,HOU,DAL,22100586,342,2,0,Above the Break 3,Left Side Center,LC,24+ ft.,-173,183,14,25,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Running Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,346,2,0,Restricted Area,Center,C,Less Than 8 ft.,18,1,0,1,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20220107,HOU,DAL,22100586,359,3,11,In The Paint (Non-RA),Center,C,8-16 ft.,44,120,36,12,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,367,3,10,In The Paint (Non-RA),Left Side,L,8-16 ft.,-53,63,55,8,TRUE,TRUE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20220107,HOU,DAL,22100586,370,3,10,Right Corner 3,Right Side,R,24+ ft.,227,2,14,22,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Layup shot,2PT Field Goal,20220107,HOU,DAL,22100586,374,3,9,Restricted Area,Center,C,Less Than 8 ft.,-13,12,36,1,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,378,3,9,Mid-Range,Right Side Center,RC,16-24 ft.,116,132,0,17,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,382,3,8,Above the Break 3,Left Side Center,LC,24+ ft.,-172,216,25,27,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,388,3,7,Mid-Range,Center,C,16-24 ft.,22,196,50,19,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,392,3,7,Right Corner 3,Right Side,R,24+ ft.,232,23,23,23,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Running Jump Shot,2PT Field Goal,20220107,HOU,DAL,22100586,405,3,6,Mid-Range,Left Side,L,8-16 ft.,-108,21,40,11,TRUE,TRUE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,437,3,4,Restricted Area,Center,C,Less Than 8 ft.,17,23,58,2,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Running Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,441,3,4,Restricted Area,Center,C,Less Than 8 ft.,12,25,42,2,TRUE,TRUE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,462,3,3,Restricted Area,Center,C,Less Than 8 ft.,-6,18,34,1,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,465,3,2,Right Corner 3,Right Side,R,24+ ft.,233,2,58,23,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,490,3,1,Left Corner 3,Left Side,L,24+ ft.,-235,-20,39,23,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,494,3,1,Restricted Area,Center,C,Less Than 8 ft.,-27,15,8,3,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,501,3,0,Above the Break 3,Left Side Center,LC,24+ ft.,-194,167,46,25,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,512,3,0,Mid-Range,Right Side Center,RC,16-24 ft.,118,143,1,18,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,525,4,11,In The Paint (Non-RA),Center,C,8-16 ft.,-26,76,28,8,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,531,4,11,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-32,62,3,6,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,535,4,11,Left Corner 3,Left Side,L,24+ ft.,-235,18,0,23,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,539,4,10,Above the Break 3,Left Side Center,LC,24+ ft.,-152,227,34,27,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,20220107,HOU,DAL,22100586,544,4,10,Restricted Area,Center,C,Less Than 8 ft.,27,18,15,3,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,562,4,9,Mid-Range,Left Side Center,LC,16-24 ft.,-97,136,18,16,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,569,4,8,Left Corner 3,Left Side,L,24+ ft.,-239,-5,51,23,TRUE,TRUE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,585,4,7,Mid-Range,Left Side Center,LC,16-24 ft.,-127,125,43,17,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,599,4,7,Mid-Range,Center,C,16-24 ft.,51,205,6,21,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,604,4,6,In The Paint (Non-RA),Center,C,Less Than 8 ft.,1,50,41,5,TRUE,TRUE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,610,4,6,Above the Break 3,Left Side Center,LC,24+ ft.,-116,248,15,27,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Made Shot,Running Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,614,4,6,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-48,27,4,5,TRUE,TRUE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Missed Shot,Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,627,4,5,Restricted Area,Center,C,Less Than 8 ft.,9,21,17,2,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220107,HOU,DAL,22100586,635,4,5,Mid-Range,Left Side,L,16-24 ft.,-159,47,2,16,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,20220107,HOU,DAL,22100586,639,4,4,In The Paint (Non-RA),Center,C,8-16 ft.,-40,105,39,11,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,648,4,3,Right Corner 3,Right Side,R,24+ ft.,233,38,48,23,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,653,4,3,Above the Break 3,Right Side Center,RC,24+ ft.,102,244,27,26,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,655,4,3,Left Corner 3,Left Side,L,24+ ft.,-233,-6,12,23,TRUE,FALSE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,669,4,2,Right Corner 3,Right Side,R,24+ ft.,232,33,20,23,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,675,4,1,Right Corner 3,Right Side,R,24+ ft.,234,18,43,23,TRUE,FALSE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20220107,HOU,DAL,22100586,682,4,1,Restricted Area,Center,C,Less Than 8 ft.,-4,31,10,3,TRUE,TRUE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220107,HOU,DAL,22100586,685,4,0,Above the Break 3,Left Side Center,LC,24+ ft.,-153,207,39,25,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Made Shot,Tip Layup Shot,2PT Field Goal,20220107,HOU,DAL,22100586,687,4,0,Restricted Area,Center,C,Less Than 8 ft.,0,0,37,0,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20220109,DAL,CHI,22100603,9,1,11,Restricted Area,Center,C,Less Than 8 ft.,5,13,19,1,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20220109,DAL,CHI,22100603,15,1,10,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-20,74,38,7,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,20,1,9,Above the Break 3,Right Side Center,RC,24+ ft.,93,235,57,25,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20220109,DAL,CHI,22100603,24,1,9,Above the Break 3,Left Side Center,LC,24+ ft.,-169,187,33,25,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Layup shot,2PT Field Goal,20220109,DAL,CHI,22100603,27,1,9,Restricted Area,Center,C,Less Than 8 ft.,5,11,10,1,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,31,1,8,Right Corner 3,Right Side,R,24+ ft.,233,11,31,23,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,35,1,8,Restricted Area,Center,C,Less Than 8 ft.,-7,-2,7,0,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20220109,DAL,CHI,22100603,37,1,7,Above the Break 3,Left Side Center,LC,24+ ft.,-148,199,55,24,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,57,1,7,Above the Break 3,Left Side Center,LC,24+ ft.,-98,227,7,24,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,69,1,6,Restricted Area,Center,C,Less Than 8 ft.,-6,6,13,0,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,72,1,5,Right Corner 3,Right Side,R,24+ ft.,230,29,44,23,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,75,1,5,Restricted Area,Center,C,Less Than 8 ft.,-4,8,19,0,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Driving Hook Shot,2PT Field Goal,20220109,DAL,CHI,22100603,77,1,4,Restricted Area,Center,C,Less Than 8 ft.,-29,21,49,3,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,90,1,4,Above the Break 3,Center,C,24+ ft.,-74,243,25,25,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,102,1,3,Above the Break 3,Left Side Center,LC,24+ ft.,-156,197,10,25,TRUE,TRUE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,106,1,2,Right Corner 3,Right Side,R,24+ ft.,225,58,38,23,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,110,1,2,Above the Break 3,Left Side Center,LC,24+ ft.,-100,237,16,25,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20220109,DAL,CHI,22100603,118,1,1,Above the Break 3,Center,C,24+ ft.,62,242,43,24,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220109,DAL,CHI,22100603,122,1,1,Mid-Range,Right Side Center,RC,16-24 ft.,81,172,8,19,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Made Shot,Floating Jump shot,2PT Field Goal,20220109,DAL,CHI,22100603,125,1,0,Mid-Range,Right Side Center,RC,16-24 ft.,71,197,36,20,TRUE,TRUE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,138,1,0,Above the Break 3,Left Side Center,LC,24+ ft.,-158,362,0,39,TRUE,FALSE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20220109,DAL,CHI,22100603,144,2,11,Restricted Area,Center,C,Less Than 8 ft.,1,8,48,0,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Running Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,148,2,11,Restricted Area,Center,C,Less Than 8 ft.,10,11,21,1,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,152,2,10,Restricted Area,Center,C,Less Than 8 ft.,-9,22,52,2,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Turnaround Hook Shot,2PT Field Goal,20220109,DAL,CHI,22100603,160,2,10,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-38,37,20,5,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,163,2,9,Above the Break 3,Center,C,24+ ft.,65,258,56,26,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20220109,DAL,CHI,22100603,172,2,9,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-5,59,21,5,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20220109,DAL,CHI,22100603,177,2,9,Mid-Range,Left Side,L,8-16 ft.,-98,34,6,10,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Tip Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,179,2,9,Restricted Area,Center,C,Less Than 8 ft.,-4,5,2,0,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20220109,DAL,CHI,22100603,181,2,8,Above the Break 3,Right Side Center,RC,24+ ft.,181,182,58,25,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20220109,DAL,CHI,22100603,191,2,8,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-56,57,30,7,TRUE,FALSE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Missed Shot,Cutting Dunk Shot,2PT Field Goal,20220109,DAL,CHI,22100603,194,2,7,Restricted Area,Center,C,Less Than 8 ft.,-30,20,55,3,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20220109,DAL,CHI,22100603,198,2,7,Restricted Area,Center,C,Less Than 8 ft.,-11,9,53,1,TRUE,TRUE
