yearSeason,slugSeason,idTeam,idPlayer,typeGrid,namePlayer,nameTeam,typeEvent,typeAction,typeShot,dateGame,slugTeamHome,slugTeamAway,idGame,idEvent,numberPeriod,minutesRemaining,zoneBasic,nameZone,slugZone,zoneRange,locationX,locationY,secondsRemaining,distanceShot,isShotAttempted,isShotMade
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,7,1,11,Above the Break 3,Left Side Center,LC,24+ ft.,-76,232,42,24,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Driving Dunk Shot,2PT Field Goal,20211021,ATL,DAL,22100014,11,1,11,Restricted Area,Center,C,Less Than 8 ft.,7,-4,0,0,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,13,1,10,Above the Break 3,Right Side Center,RC,24+ ft.,208,142,56,25,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,17,1,10,Above the Break 3,Left Side Center,LC,24+ ft.,-86,241,35,25,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,21,1,10,Mid-Range,Left Side Center,LC,16-24 ft.,-71,164,10,17,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,26,1,9,Left Corner 3,Left Side,L,24+ ft.,-232,17,36,23,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Running Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,35,1,8,Restricted Area,Center,C,Less Than 8 ft.,0,11,59,1,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,38,1,8,In The Paint (Non-RA),Center,C,8-16 ft.,2,113,29,11,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,44,1,8,Above the Break 3,Center,C,24+ ft.,39,262,2,26,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,49,1,7,Mid-Range,Right Side,R,8-16 ft.,146,1,29,14,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,55,1,7,In The Paint (Non-RA),Center,C,8-16 ft.,29,95,8,9,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,57,1,6,Above the Break 3,Right Side Center,RC,24+ ft.,94,250,54,26,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Running Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,61,1,6,Restricted Area,Center,C,Less Than 8 ft.,0,4,33,0,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Alley Oop Layup shot,2PT Field Goal,20211021,ATL,DAL,22100014,65,1,6,Restricted Area,Center,C,Less Than 8 ft.,16,15,9,2,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,89,1,5,Above the Break 3,Left Side Center,LC,24+ ft.,-157,199,21,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,93,1,4,Mid-Range,Center,C,16-24 ft.,42,169,58,17,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,99,1,4,Above the Break 3,Left Side Center,LC,24+ ft.,-154,200,33,25,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,107,1,3,In The Paint (Non-RA),Center,C,8-16 ft.,-36,78,43,8,TRUE,FALSE
2022,2021-22,1610612742,1626161,Shot Chart Detail,Willie Cauley-Stein,Dallas Mavericks,Missed Shot,Tip Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,170,1,3,In The Paint (Non-RA),Center,C,Less Than 8 ft.,1,41,37,4,TRUE,FALSE
2022,2021-22,1610612742,1626161,Shot Chart Detail,Willie Cauley-Stein,Dallas Mavericks,Made Shot,Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,111,1,3,Restricted Area,Center,C,Less Than 8 ft.,5,8,26,0,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,135,1,2,Mid-Range,Right Side,R,16-24 ft.,168,47,10,17,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Made Shot,Running Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,139,1,1,Above the Break 3,Right Side Center,RC,24+ ft.,174,182,48,25,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,143,1,1,Above the Break 3,Left Side Center,LC,24+ ft.,-83,240,20,25,TRUE,FALSE
2022,2021-22,1610612742,1626161,Shot Chart Detail,Willie Cauley-Stein,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,147,1,0,Mid-Range,Left Side Center,LC,16-24 ft.,-97,173,55,19,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,153,1,0,Mid-Range,Left Side Center,LC,16-24 ft.,-97,177,9,20,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,161,1,0,Backcourt,Back Court,BC,Back Court Shot,-123,608,0,62,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,175,2,11,Restricted Area,Center,C,Less Than 8 ft.,-2,8,28,0,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Turnaround Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,182,2,10,Mid-Range,Left Side,L,8-16 ft.,-116,42,46,12,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,185,2,10,In The Paint (Non-RA),Center,C,8-16 ft.,33,120,1,12,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,193,2,9,Above the Break 3,Right Side Center,RC,24+ ft.,105,227,32,25,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,200,2,9,Above the Break 3,Left Side Center,LC,24+ ft.,-88,240,10,25,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,208,2,8,Left Corner 3,Left Side,L,24+ ft.,-229,29,32,23,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,218,2,7,In The Paint (Non-RA),Center,C,Less Than 8 ft.,15,43,51,4,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Running Dunk Shot,2PT Field Goal,20211021,ATL,DAL,22100014,216,2,7,Restricted Area,Center,C,Less Than 8 ft.,7,17,40,1,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,236,2,6,Restricted Area,Center,C,Less Than 8 ft.,-25,26,59,3,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,241,2,6,Above the Break 3,Center,C,24+ ft.,62,255,24,26,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,253,2,5,Above the Break 3,Center,C,24+ ft.,-48,253,33,25,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,269,2,4,Above the Break 3,Center,C,24+ ft.,31,256,10,25,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,20211021,ATL,DAL,22100014,277,2,3,Mid-Range,Center,C,16-24 ft.,29,163,49,16,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,281,2,3,Right Corner 3,Right Side,R,24+ ft.,237,22,17,23,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Layup shot,2PT Field Goal,20211021,ATL,DAL,22100014,295,2,2,Restricted Area,Center,C,Less Than 8 ft.,4,21,26,2,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,314,2,1,Mid-Range,Right Side,R,16-24 ft.,180,-15,33,18,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Dunk Shot,2PT Field Goal,20211021,ATL,DAL,22100014,322,2,0,Restricted Area,Center,C,Less Than 8 ft.,-4,5,57,0,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Putback Dunk Shot,2PT Field Goal,20211021,ATL,DAL,22100014,325,2,0,Restricted Area,Center,C,Less Than 8 ft.,0,0,54,0,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,328,2,0,Above the Break 3,Center,C,24+ ft.,-5,261,36,26,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20211021,ATL,DAL,22100014,333,2,0,In The Paint (Non-RA),Left Side,L,8-16 ft.,-74,99,12,12,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,335,2,0,Above the Break 3,Left Side Center,LC,24+ ft.,-94,226,5,24,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,345,3,11,Mid-Range,Right Side,R,8-16 ft.,100,97,17,13,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Tip Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,405,3,11,Restricted Area,Center,C,Less Than 8 ft.,-5,39,12,3,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,349,3,10,Above the Break 3,Right Side Center,RC,24+ ft.,126,221,51,25,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,352,3,10,Above the Break 3,Left Side Center,LC,24+ ft.,-135,228,36,26,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,356,3,9,Mid-Range,Left Side,L,16-24 ft.,-134,92,55,16,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,364,3,9,Above the Break 3,Center,C,24+ ft.,-11,257,25,25,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,370,3,9,In The Paint (Non-RA),Center,C,8-16 ft.,-11,85,0,8,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,374,3,8,Above the Break 3,Left Side Center,LC,24+ ft.,-118,228,23,25,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,381,3,7,In The Paint (Non-RA),Right Side,R,8-16 ft.,72,36,59,8,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,392,3,7,Restricted Area,Center,C,Less Than 8 ft.,17,26,8,3,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,400,3,6,Above the Break 3,Center,C,24+ ft.,-21,256,49,25,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,410,3,6,Above the Break 3,Right Side Center,RC,24+ ft.,190,172,8,25,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,414,3,5,Above the Break 3,Left Side Center,LC,24+ ft.,-145,206,36,25,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,418,3,5,Mid-Range,Center,C,16-24 ft.,22,169,8,17,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,420,3,5,Above the Break 3,Right Side Center,RC,24+ ft.,98,233,1,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,431,3,4,Above the Break 3,Left Side Center,LC,24+ ft.,-203,154,39,25,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Cutting Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,435,3,4,Restricted Area,Center,C,Less Than 8 ft.,-6,18,11,1,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,440,3,3,Right Corner 3,Right Side,R,24+ ft.,223,-27,46,22,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,444,3,3,Restricted Area,Center,C,Less Than 8 ft.,28,26,19,3,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,446,3,2,In The Paint (Non-RA),Center,C,Less Than 8 ft.,28,70,50,7,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,463,3,2,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-38,57,23,6,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,472,3,1,Mid-Range,Left Side,L,8-16 ft.,-94,113,41,14,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,479,3,1,Left Corner 3,Left Side,L,24+ ft.,-232,15,12,23,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,484,3,0,Right Corner 3,Right Side,R,24+ ft.,224,-6,45,22,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,494,3,0,Above the Break 3,Center,C,24+ ft.,-51,262,0,26,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,500,4,11,Above the Break 3,Center,C,24+ ft.,65,247,45,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,504,4,11,Restricted Area,Center,C,Less Than 8 ft.,22,7,9,2,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,506,4,10,Above the Break 3,Right Side Center,RC,24+ ft.,126,277,32,30,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Step Back Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,530,4,9,Mid-Range,Left Side Center,LC,16-24 ft.,-142,148,17,20,TRUE,TRUE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,532,4,8,In The Paint (Non-RA),Center,C,8-16 ft.,-44,134,38,14,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,551,4,7,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-5,52,32,5,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,558,4,7,Above the Break 3,Center,C,24+ ft.,2,265,0,26,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,567,4,6,Left Corner 3,Left Side,L,24+ ft.,-229,27,13,23,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,571,4,5,Restricted Area,Center,C,Less Than 8 ft.,-1,15,51,1,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Step Back Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,578,4,5,Mid-Range,Center,C,16-24 ft.,-28,162,19,16,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,581,4,4,Above the Break 3,Center,C,24+ ft.,-49,249,32,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Running Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,585,4,4,Left Corner 3,Left Side,L,24+ ft.,-228,48,14,23,TRUE,FALSE
2022,2021-22,1610612742,1626161,Shot Chart Detail,Willie Cauley-Stein,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211021,ATL,DAL,22100014,603,4,3,Mid-Range,Center,C,16-24 ft.,9,172,40,17,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,624,4,2,Restricted Area,Center,C,Less Than 8 ft.,-13,5,45,1,TRUE,FALSE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,628,4,2,Restricted Area,Center,C,Less Than 8 ft.,-5,11,25,1,TRUE,TRUE
2022,2021-22,1610612742,1630182,Shot Chart Detail,Josh Green,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211021,ATL,DAL,22100014,632,4,2,Mid-Range,Right Side Center,RC,16-24 ft.,82,184,7,20,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20211021,ATL,DAL,22100014,636,4,1,Restricted Area,Center,C,Less Than 8 ft.,0,13,43,1,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,639,4,1,Above the Break 3,Center,C,24+ ft.,60,251,16,25,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,643,4,0,Above the Break 3,Center,C,24+ ft.,61,244,50,25,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211021,ATL,DAL,22100014,647,4,0,Above the Break 3,Left Side Center,LC,24+ ft.,-201,157,30,25,TRUE,FALSE
2022,2021-22,1610612742,203504,Shot Chart Detail,Trey Burke,Dallas Mavericks,Made Shot,Pullup Jump shot,3PT Field Goal,20211021,ATL,DAL,22100014,654,4,0,Above the Break 3,Center,C,24+ ft.,-77,252,3,26,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,7,1,11,Above the Break 3,Right Side Center,RC,24+ ft.,163,219,45,27,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20211023,TOR,DAL,22100029,13,1,10,Restricted Area,Center,C,Less Than 8 ft.,0,-1,49,0,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,17,1,10,Left Corner 3,Left Side,L,24+ ft.,-227,-6,15,22,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,20,1,9,In The Paint (Non-RA),Center,C,Less Than 8 ft.,39,40,52,5,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,24,1,9,Mid-Range,Right Side,R,8-16 ft.,140,62,24,15,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,28,1,9,Right Corner 3,Right Side,R,24+ ft.,234,1,11,23,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,33,1,8,Above the Break 3,Center,C,24+ ft.,-15,256,29,25,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Running Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,37,1,8,Above the Break 3,Right Side Center,RC,24+ ft.,212,114,10,24,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,41,1,7,Mid-Range,Right Side Center,RC,16-24 ft.,121,108,38,16,TRUE,FALSE
